node_id,community,age,gender,profile_pic,activity,reaction,post per day,group vs personal post
3007,WBJDF,46.0,2.0,1.0,2.0,2.0,7.0,0.76
3011,WBJDF,30.0,1.0,1.0,2.0,1.0,4.0,0.9
3013,WBJDF,56.0,2.0,1.0,1.0,1.0,6.0,0.71
3014,WBJDF,45.0,1.0,2.0,2.0,1.0,4.0,0.71
3016,WBJDF,52.0,2.0,1.0,2.0,2.0,5.0,0.86
3018,WBJDF,58.0,1.0,1.0,2.0,1.0,4.0,0.76
3026,WBJDF,43.0,2.0,2.0,2.0,2.0,7.0,0.7
3028,WBJDF,24.0,2.0,2.0,1.0,1.0,7.0,0.71
3029,WBJDF,34.0,1.0,1.0,3.0,1.0,5.0,0.72
3032,WBJDF,18.0,2.0,1.0,2.0,2.0,4.0,0.76
3049,WBJDF,25.0,1.0,1.0,2.0,2.0,5.0,0.79
3050,WBJDF,27.0,1.0,1.0,1.0,2.0,5.0,0.8
3052,WBJDF,58.0,2.0,1.0,3.0,1.0,6.0,0.87
3054,WBJDF,29.0,2.0,1.0,1.0,1.0,5.0,0.82
3057,WBJDF,52.0,1.0,2.0,1.0,2.0,4.0,0.86
3059,WBJDF,33.0,2.0,1.0,3.0,1.0,7.0,0.86
3063,WBJDF,57.0,1.0,1.0,3.0,1.0,5.0,0.89
3064,WBJDF,33.0,1.0,1.0,1.0,2.0,5.0,0.75
3070,WBJDF,29.0,2.0,2.0,3.0,2.0,6.0,0.79
3072,WBJDF,20.0,2.0,1.0,3.0,2.0,6.0,0.82
3075,WBJDF,51.0,2.0,1.0,2.0,2.0,7.0,0.89
3082,WBJDF,37.0,1.0,2.0,1.0,1.0,7.0,0.87
3083,WBJDF,39.0,1.0,2.0,2.0,2.0,5.0,0.83
3084,WBJDF,44.0,2.0,2.0,2.0,1.0,4.0,0.81
3093,WBJDF,55.0,1.0,1.0,2.0,2.0,5.0,0.84
3095,WBJDF,30.0,2.0,1.0,1.0,1.0,4.0,0.8
3096,WBJDF,20.0,1.0,1.0,2.0,2.0,7.0,0.72
3104,WBJDF,34.0,2.0,1.0,2.0,2.0,7.0,0.76
3106,WBJDF,27.0,1.0,2.0,3.0,1.0,5.0,0.81
3107,WBJDF,18.0,2.0,1.0,2.0,2.0,7.0,0.76
3108,WBJDF,32.0,2.0,1.0,3.0,2.0,4.0,0.84
3120,WBJDF,32.0,1.0,1.0,2.0,1.0,7.0,0.86
3123,WBJDF,47.0,2.0,2.0,2.0,2.0,6.0,0.88
3134,WBJDF,54.0,2.0,2.0,3.0,2.0,6.0,0.83
3136,WBJDF,55.0,2.0,2.0,3.0,2.0,4.0,0.75
3138,WBJDF,42.0,2.0,1.0,1.0,1.0,5.0,0.8
3140,WBJDF,51.0,1.0,1.0,2.0,1.0,4.0,0.88
3143,WBJDF,38.0,1.0,2.0,1.0,1.0,5.0,0.84
3146,WBJDF,18.0,2.0,1.0,3.0,2.0,6.0,0.8
3147,WBJDF,38.0,2.0,1.0,2.0,1.0,7.0,0.81
3149,WBJDF,59.0,1.0,2.0,3.0,2.0,4.0,0.75
3155,WBJDF,56.0,2.0,1.0,2.0,2.0,6.0,0.81
3156,WBJDF,36.0,1.0,1.0,2.0,2.0,5.0,0.9
3160,WBJDF,20.0,1.0,1.0,2.0,1.0,6.0,0.89
3166,WBJDF,27.0,2.0,2.0,1.0,2.0,5.0,0.78
3168,WBJDF,48.0,1.0,2.0,2.0,1.0,5.0,0.77
3170,WBJDF,43.0,1.0,1.0,2.0,1.0,6.0,0.81
3171,WBJDF,55.0,2.0,1.0,2.0,2.0,6.0,0.86
3175,WBJDF,43.0,1.0,2.0,3.0,1.0,7.0,0.71
3177,WBJDF,27.0,2.0,2.0,2.0,2.0,5.0,0.82
3178,WBJDF,51.0,2.0,1.0,3.0,1.0,4.0,0.9
3185,WBJDF,42.0,2.0,1.0,3.0,1.0,5.0,0.73
3189,WBJDF,53.0,2.0,2.0,1.0,1.0,7.0,0.88
3191,WBJDF,39.0,1.0,2.0,3.0,2.0,7.0,0.82
3192,WBJDF,40.0,1.0,2.0,3.0,1.0,6.0,0.89
3198,WBJDF,23.0,2.0,1.0,2.0,1.0,7.0,0.9
3201,WBJDF,34.0,1.0,1.0,3.0,2.0,7.0,0.79
3207,WBJDF,57.0,2.0,2.0,3.0,1.0,5.0,0.89
3208,WBJDF,37.0,1.0,2.0,1.0,2.0,4.0,0.88
3220,WBJDF,24.0,1.0,2.0,3.0,2.0,7.0,0.84
3223,WBJDF,57.0,1.0,2.0,1.0,2.0,7.0,0.7
3226,WBJDF,27.0,1.0,2.0,1.0,2.0,7.0,0.86
3228,WBJDF,24.0,1.0,2.0,1.0,1.0,4.0,0.84
3231,WBJDF,28.0,1.0,1.0,2.0,2.0,7.0,0.87
3234,WBJDF,43.0,1.0,1.0,1.0,1.0,7.0,0.74
3238,WBJDF,23.0,1.0,2.0,2.0,1.0,6.0,0.79
3243,WBJDF,51.0,1.0,2.0,2.0,2.0,7.0,0.82
3253,WBJDF,59.0,2.0,1.0,2.0,1.0,6.0,0.9
3260,WBJDF,53.0,2.0,2.0,1.0,1.0,7.0,0.71
3274,WBJDF,21.0,2.0,1.0,2.0,1.0,4.0,0.78
3275,WBJDF,39.0,1.0,2.0,2.0,1.0,4.0,0.84
3282,WBJDF,45.0,2.0,1.0,1.0,2.0,5.0,0.76
3283,WBJDF,27.0,2.0,1.0,3.0,1.0,5.0,0.79
3286,WBJDF,18.0,2.0,2.0,2.0,1.0,7.0,0.71
3287,WBJDF,46.0,1.0,2.0,3.0,2.0,5.0,0.74
3290,WBJDF,53.0,1.0,1.0,1.0,2.0,4.0,0.78
3298,WBJDF,20.0,1.0,1.0,3.0,1.0,7.0,0.76
3300,WBJDF,36.0,1.0,2.0,3.0,1.0,5.0,0.82
3301,WBJDF,30.0,2.0,1.0,3.0,1.0,6.0,0.71
3305,WBJDF,25.0,1.0,2.0,2.0,1.0,4.0,0.79
3307,WBJDF,52.0,2.0,1.0,2.0,2.0,4.0,0.72
3310,WBJDF,58.0,1.0,2.0,2.0,1.0,5.0,0.8
3313,WBJDF,38.0,1.0,1.0,3.0,1.0,5.0,0.86
3314,WBJDF,57.0,1.0,1.0,1.0,2.0,7.0,0.7
3316,WBJDF,37.0,2.0,1.0,3.0,2.0,7.0,0.84
3319,WBJDF,28.0,1.0,1.0,2.0,2.0,7.0,0.83
3321,WBJDF,30.0,1.0,1.0,3.0,1.0,5.0,0.75
3322,WBJDF,31.0,2.0,2.0,1.0,2.0,6.0,0.86
3330,WBJDF,27.0,2.0,1.0,3.0,1.0,5.0,0.82
3339,WBJDF,32.0,1.0,1.0,2.0,1.0,5.0,0.79
3343,WBJDF,34.0,1.0,1.0,1.0,2.0,7.0,0.72
3344,WBJDF,45.0,2.0,2.0,1.0,1.0,7.0,0.87
3347,WBJDF,46.0,2.0,1.0,3.0,1.0,6.0,0.79
3351,WBJDF,38.0,1.0,1.0,1.0,1.0,4.0,0.78
3352,WBJDF,25.0,2.0,1.0,3.0,1.0,4.0,0.88
3356,WBJDF,59.0,2.0,2.0,2.0,2.0,6.0,0.85
3357,WBJDF,27.0,1.0,1.0,2.0,2.0,7.0,0.82
3359,WBJDF,56.0,1.0,1.0,2.0,1.0,7.0,0.74
3361,WBJDF,59.0,2.0,2.0,1.0,1.0,7.0,0.82
3363,WBJDF,39.0,1.0,2.0,2.0,2.0,5.0,0.75
3364,WBJDF,46.0,2.0,2.0,1.0,2.0,4.0,0.79
3367,WBJDF,38.0,1.0,2.0,1.0,1.0,5.0,0.9
3369,WBJDF,30.0,2.0,1.0,1.0,1.0,4.0,0.82
3375,WBJDF,51.0,2.0,2.0,2.0,1.0,7.0,0.87
3379,WBJDF,33.0,2.0,1.0,2.0,1.0,4.0,0.81
3381,WBJDF,40.0,1.0,1.0,3.0,1.0,7.0,0.78
3385,WBJDF,38.0,2.0,1.0,2.0,2.0,5.0,0.88
3391,WBJDF,41.0,1.0,1.0,1.0,1.0,5.0,0.82
3395,WBJDF,39.0,2.0,2.0,1.0,2.0,7.0,0.88
3397,WBJDF,58.0,2.0,1.0,3.0,2.0,5.0,0.78
3398,WBJDF,51.0,2.0,1.0,1.0,2.0,7.0,0.87
3402,WBJDF,21.0,2.0,2.0,3.0,2.0,7.0,0.74
3403,WBJDF,48.0,2.0,2.0,3.0,1.0,4.0,0.76
3406,WBJDF,49.0,1.0,2.0,2.0,1.0,4.0,0.87
3412,WBJDF,30.0,2.0,2.0,3.0,1.0,5.0,0.81
3413,WBJDF,34.0,1.0,1.0,1.0,1.0,5.0,0.71
3414,WBJDF,48.0,1.0,2.0,3.0,1.0,6.0,0.84
3415,WBJDF,46.0,2.0,1.0,2.0,2.0,6.0,0.87
3422,WBJDF,41.0,1.0,1.0,2.0,1.0,7.0,0.88
3423,WBJDF,27.0,2.0,2.0,3.0,1.0,7.0,0.82
3424,WBJDF,29.0,2.0,2.0,1.0,1.0,7.0,0.73
3426,WBJDF,46.0,2.0,1.0,3.0,1.0,7.0,0.83
3427,WBJDF,30.0,1.0,1.0,1.0,1.0,7.0,0.73
3429,WBJDF,50.0,1.0,2.0,1.0,2.0,7.0,0.88
3431,WBJDF,54.0,2.0,2.0,3.0,2.0,7.0,0.7
3434,WBJDF,45.0,2.0,1.0,1.0,1.0,5.0,0.83
3440,WBJDF,30.0,1.0,2.0,3.0,2.0,6.0,0.83
3445,WBJDF,27.0,1.0,2.0,3.0,1.0,4.0,0.83
3452,WBJDF,56.0,1.0,1.0,2.0,2.0,4.0,0.77
3453,WBJDF,25.0,1.0,2.0,1.0,2.0,5.0,0.82
3454,WBJDF,43.0,2.0,2.0,1.0,2.0,7.0,0.77
3458,WBJDF,39.0,1.0,2.0,1.0,2.0,7.0,0.84
3459,WBJDF,49.0,2.0,1.0,1.0,2.0,6.0,0.7
3465,WBJDF,45.0,1.0,1.0,3.0,2.0,5.0,0.83
3466,WBJDF,44.0,2.0,1.0,2.0,1.0,5.0,0.86
3470,WBJDF,27.0,1.0,1.0,2.0,2.0,5.0,0.71
3471,WBJDF,50.0,2.0,1.0,2.0,1.0,7.0,0.82
3473,WBJDF,53.0,2.0,1.0,2.0,1.0,4.0,0.83
3477,WBJDF,38.0,2.0,1.0,2.0,1.0,7.0,0.89
3481,WBJDF,19.0,2.0,1.0,1.0,2.0,5.0,0.8
3489,WBJDF,36.0,1.0,2.0,3.0,2.0,5.0,0.74
3494,WBJDF,26.0,1.0,2.0,2.0,2.0,4.0,0.77
3508,WBJDF,43.0,2.0,2.0,1.0,2.0,4.0,0.86
3511,WBJDF,19.0,1.0,1.0,2.0,1.0,4.0,0.85
3513,WBJDF,35.0,1.0,1.0,3.0,2.0,4.0,0.85
3517,WBJDF,35.0,1.0,1.0,3.0,2.0,4.0,0.8
3529,WBJDF,39.0,1.0,1.0,2.0,2.0,6.0,0.79
3531,WBJDF,42.0,2.0,1.0,2.0,2.0,7.0,0.84
3535,WBJDF,40.0,1.0,1.0,2.0,2.0,4.0,0.89
3537,WBJDF,20.0,2.0,1.0,3.0,2.0,5.0,0.76
3542,WBJDF,24.0,1.0,1.0,1.0,1.0,6.0,0.88
3544,WBJDF,49.0,1.0,1.0,3.0,1.0,5.0,0.85
3559,WBJDF,55.0,2.0,2.0,2.0,2.0,6.0,0.82
3560,WBJDF,34.0,1.0,2.0,2.0,1.0,7.0,0.78
3563,WBJDF,42.0,2.0,2.0,3.0,1.0,6.0,0.83
3564,WBJDF,56.0,1.0,2.0,1.0,1.0,5.0,0.86
3575,WBJDF,54.0,1.0,1.0,2.0,1.0,5.0,0.71
3580,WBJDF,28.0,2.0,1.0,3.0,2.0,6.0,0.83
3583,WBJDF,47.0,1.0,1.0,2.0,2.0,7.0,0.78
3595,WBJDF,54.0,2.0,1.0,3.0,2.0,6.0,0.85
3598,WBJDF,42.0,2.0,2.0,1.0,2.0,6.0,0.81
3600,WBJDF,22.0,2.0,1.0,1.0,1.0,4.0,0.89
3601,WBJDF,23.0,1.0,1.0,1.0,1.0,5.0,0.82
3602,WBJDF,58.0,2.0,2.0,3.0,2.0,4.0,0.82
3603,WBJDF,25.0,2.0,1.0,2.0,1.0,6.0,0.85
3609,WBJDF,40.0,1.0,1.0,3.0,1.0,6.0,0.89
3610,WBJDF,45.0,2.0,1.0,1.0,2.0,7.0,0.84
3611,WBJDF,28.0,1.0,1.0,1.0,1.0,6.0,0.89
3613,WBJDF,43.0,1.0,2.0,2.0,2.0,7.0,0.89
3617,WBJDF,33.0,2.0,2.0,3.0,2.0,7.0,0.76
3622,WBJDF,29.0,1.0,2.0,2.0,2.0,6.0,0.76
3624,WBJDF,34.0,2.0,1.0,2.0,1.0,4.0,0.75
3633,WBJDF,37.0,2.0,1.0,1.0,1.0,4.0,0.87
3635,WBJDF,31.0,2.0,2.0,3.0,1.0,7.0,0.86
3638,WBJDF,20.0,2.0,1.0,2.0,1.0,7.0,0.73
3648,WBJDF,43.0,2.0,2.0,1.0,1.0,5.0,0.81
3657,WBJDF,45.0,1.0,2.0,1.0,1.0,4.0,0.79
3674,WBJDF,30.0,1.0,1.0,1.0,1.0,7.0,0.8
3676,WBJDF,33.0,1.0,2.0,2.0,1.0,4.0,0.88
3680,WBJDF,40.0,2.0,1.0,3.0,1.0,7.0,0.86
3682,WBJDF,47.0,1.0,1.0,3.0,1.0,5.0,0.78
3685,WBJDF,51.0,1.0,1.0,2.0,1.0,5.0,0.8
3689,WBJDF,46.0,2.0,1.0,1.0,1.0,7.0,0.79
3697,WBJDF,50.0,1.0,1.0,2.0,2.0,5.0,0.77
3711,WBJDF,39.0,2.0,2.0,2.0,1.0,4.0,0.76
3715,WBJDF,38.0,2.0,2.0,1.0,2.0,7.0,0.83
3717,WBJDF,45.0,2.0,1.0,3.0,1.0,6.0,0.84
3718,WBJDF,33.0,2.0,2.0,1.0,1.0,5.0,0.81
3722,WBJDF,36.0,2.0,1.0,1.0,1.0,6.0,0.75
3724,WBJDF,25.0,1.0,1.0,1.0,2.0,4.0,0.89
3727,WBJDF,54.0,2.0,2.0,2.0,1.0,6.0,0.74
3728,WBJDF,59.0,1.0,1.0,2.0,2.0,4.0,0.72
3730,WBJDF,36.0,2.0,1.0,2.0,1.0,5.0,0.71
3732,WBJDF,53.0,2.0,2.0,1.0,2.0,7.0,0.89
3734,WBJDF,28.0,2.0,2.0,3.0,2.0,5.0,0.86
3738,WBJDF,50.0,1.0,2.0,2.0,1.0,5.0,0.88
3739,WBJDF,38.0,1.0,1.0,1.0,2.0,4.0,0.88
3741,WBJDF,56.0,2.0,2.0,3.0,1.0,5.0,0.9
3742,WBJDF,42.0,1.0,2.0,2.0,2.0,7.0,0.85
3748,WBJDF,56.0,1.0,1.0,3.0,1.0,4.0,0.87
3749,WBJDF,31.0,1.0,1.0,2.0,1.0,4.0,0.78
3752,WBJDF,50.0,2.0,1.0,1.0,2.0,6.0,0.74
3755,WBJDF,46.0,2.0,1.0,1.0,1.0,6.0,0.89
3761,WBJDF,50.0,1.0,2.0,3.0,1.0,7.0,0.9
3762,WBJDF,53.0,2.0,1.0,2.0,1.0,6.0,0.71
3765,WBJDF,37.0,2.0,1.0,1.0,1.0,7.0,0.71
3767,WBJDF,40.0,2.0,1.0,1.0,2.0,4.0,0.81
3768,WBJDF,26.0,2.0,1.0,2.0,1.0,4.0,0.76
3769,WBJDF,38.0,2.0,1.0,1.0,2.0,4.0,0.86
3775,WBJDF,36.0,2.0,2.0,3.0,1.0,6.0,0.82
3777,WBJDF,48.0,1.0,2.0,1.0,2.0,6.0,0.89
3780,WBJDF,21.0,2.0,2.0,3.0,2.0,4.0,0.77
3785,WBJDF,25.0,1.0,2.0,2.0,1.0,6.0,0.82
3791,WBJDF,36.0,1.0,2.0,2.0,1.0,4.0,0.73
3801,WBJDF,48.0,2.0,2.0,2.0,1.0,7.0,0.82
3802,WBJDF,44.0,2.0,1.0,2.0,1.0,7.0,0.87
3804,WBJDF,52.0,1.0,2.0,3.0,1.0,5.0,0.8
3807,WBJDF,57.0,2.0,1.0,3.0,2.0,6.0,0.89
3811,WBJDF,40.0,1.0,2.0,2.0,2.0,6.0,0.81
3813,WBJDF,51.0,1.0,2.0,3.0,2.0,4.0,0.89
3816,WBJDF,44.0,2.0,1.0,2.0,2.0,4.0,0.71
3817,WBJDF,21.0,2.0,1.0,1.0,1.0,5.0,0.74
3818,WBJDF,18.0,1.0,2.0,2.0,2.0,4.0,0.79
3819,WBJDF,41.0,1.0,2.0,1.0,1.0,7.0,0.72
3823,WBJDF,29.0,2.0,1.0,2.0,2.0,5.0,0.83
3824,WBJDF,53.0,1.0,1.0,1.0,2.0,5.0,0.88
3833,WBJDF,46.0,1.0,2.0,2.0,2.0,4.0,0.7
3834,WBJDF,48.0,2.0,1.0,3.0,2.0,6.0,0.77
3837,WBJDF,38.0,2.0,1.0,2.0,2.0,7.0,0.72
3838,WBJDF,56.0,1.0,1.0,1.0,2.0,6.0,0.79
3850,WBJDF,33.0,1.0,2.0,2.0,1.0,6.0,0.77
3853,WBJDF,21.0,1.0,1.0,3.0,1.0,6.0,0.9
3856,WBJDF,56.0,2.0,1.0,3.0,1.0,7.0,0.73
3857,WBJDF,22.0,2.0,2.0,2.0,1.0,5.0,0.86
3861,WBJDF,27.0,2.0,2.0,2.0,1.0,7.0,0.88
3863,WBJDF,39.0,2.0,2.0,2.0,1.0,7.0,0.77
3868,WBJDF,24.0,1.0,1.0,1.0,1.0,5.0,0.77
3869,WBJDF,23.0,2.0,2.0,1.0,1.0,6.0,0.86
3870,WBJDF,48.0,1.0,2.0,3.0,2.0,5.0,0.87
3874,WBJDF,48.0,2.0,2.0,3.0,2.0,6.0,0.76
3876,WBJDF,58.0,2.0,2.0,1.0,2.0,6.0,0.72
3878,WBJDF,33.0,2.0,1.0,2.0,2.0,7.0,0.73
3883,WBJDF,29.0,1.0,2.0,2.0,2.0,6.0,0.85
3884,WBJDF,56.0,1.0,2.0,2.0,1.0,6.0,0.79
3888,WBJDF,24.0,1.0,1.0,1.0,2.0,6.0,0.72
3891,WBJDF,48.0,2.0,1.0,2.0,1.0,5.0,0.9
3893,WBJDF,56.0,1.0,1.0,3.0,2.0,6.0,0.81
3901,WBJDF,42.0,2.0,2.0,2.0,1.0,7.0,0.88
3903,WBJDF,33.0,1.0,1.0,2.0,2.0,4.0,0.86
3906,WBJDF,20.0,2.0,2.0,3.0,1.0,7.0,0.89
3914,WBJDF,23.0,1.0,2.0,2.0,2.0,7.0,0.84
3915,WBJDF,40.0,2.0,2.0,2.0,2.0,4.0,0.75
3916,WBJDF,49.0,1.0,1.0,2.0,2.0,5.0,0.74
3921,WBJDF,32.0,2.0,2.0,3.0,1.0,5.0,0.81
3931,WBJDF,20.0,1.0,2.0,3.0,2.0,4.0,0.78
3932,WBJDF,25.0,1.0,1.0,3.0,1.0,5.0,0.72
3934,WBJDF,21.0,2.0,1.0,1.0,1.0,5.0,0.75
3936,WBJDF,24.0,1.0,1.0,2.0,1.0,4.0,0.71
3938,WBJDF,38.0,1.0,1.0,3.0,2.0,4.0,0.77
3939,WBJDF,31.0,1.0,1.0,2.0,2.0,7.0,0.81
3942,WBJDF,21.0,1.0,2.0,1.0,2.0,5.0,0.84
3944,WBJDF,34.0,1.0,2.0,2.0,2.0,4.0,0.71
3946,WBJDF,19.0,2.0,1.0,2.0,2.0,6.0,0.8
3951,WBJDF,45.0,2.0,1.0,3.0,1.0,5.0,0.83
3952,WBJDF,36.0,1.0,2.0,2.0,1.0,5.0,0.74
3953,WBJDF,53.0,1.0,1.0,3.0,1.0,6.0,0.88
3956,WBJDF,48.0,2.0,2.0,2.0,2.0,7.0,0.88
3959,WBJDF,31.0,1.0,2.0,3.0,2.0,6.0,0.84
3960,WBJDF,45.0,1.0,1.0,2.0,1.0,4.0,0.88
3961,WBJDF,37.0,2.0,2.0,2.0,1.0,4.0,0.74
3963,WBJDF,36.0,2.0,1.0,3.0,1.0,7.0,0.79
3966,WBJDF,54.0,2.0,1.0,3.0,2.0,5.0,0.84
3968,WBJDF,59.0,1.0,1.0,3.0,1.0,7.0,0.84
3969,WBJDF,45.0,1.0,1.0,1.0,2.0,6.0,0.81
3970,WBJDF,46.0,2.0,2.0,1.0,1.0,4.0,0.79
3974,WBJDF,56.0,2.0,1.0,1.0,1.0,6.0,0.72
3976,WBJDF,59.0,2.0,2.0,3.0,1.0,7.0,0.86
3980,WBJDF,50.0,1.0,2.0,2.0,2.0,7.0,0.75
3982,WBJDF,32.0,2.0,1.0,1.0,2.0,5.0,0.83
3983,WBJDF,33.0,1.0,2.0,3.0,2.0,5.0,0.87
3988,WBJDF,28.0,2.0,2.0,1.0,1.0,5.0,0.72
3990,WBJDF,58.0,1.0,2.0,1.0,1.0,5.0,0.75
3991,WBJDF,55.0,1.0,2.0,2.0,2.0,6.0,0.87
3993,WBJDF,20.0,2.0,1.0,2.0,2.0,5.0,0.81
3997,WBJDF,27.0,1.0,1.0,3.0,1.0,7.0,0.86
3998,WBJDF,46.0,1.0,2.0,1.0,2.0,6.0,0.81
4000,WBJDF,50.0,2.0,2.0,1.0,2.0,4.0,0.79
4004,WBJDF,24.0,2.0,2.0,3.0,2.0,7.0,0.84
4005,WBJDF,23.0,1.0,2.0,2.0,2.0,6.0,0.82
4010,WBJDF,44.0,1.0,1.0,2.0,2.0,6.0,0.83
4012,WBJDF,32.0,2.0,2.0,2.0,2.0,7.0,0.77
4021,WBJDF,46.0,2.0,1.0,3.0,2.0,6.0,0.8
4034,WBJDF,45.0,1.0,2.0,2.0,1.0,6.0,0.84
4035,WBJDF,21.0,1.0,2.0,1.0,2.0,6.0,0.74
4049,WBJDF,35.0,2.0,2.0,1.0,1.0,4.0,0.82
4050,WBJDF,54.0,2.0,2.0,2.0,1.0,6.0,0.78
4053,WBJDF,25.0,2.0,2.0,3.0,1.0,5.0,0.82
4060,WBJDF,18.0,1.0,1.0,3.0,2.0,7.0,0.72
4063,WBJDF,26.0,2.0,2.0,3.0,2.0,6.0,0.71
4066,WBJDF,56.0,1.0,1.0,2.0,1.0,4.0,0.84
4072,WBJDF,54.0,1.0,1.0,1.0,1.0,6.0,0.75
4084,WBJDF,47.0,1.0,2.0,1.0,1.0,5.0,0.73
4089,WBJDF,29.0,1.0,2.0,2.0,2.0,7.0,0.73
4099,WBJDF,29.0,1.0,1.0,2.0,2.0,5.0,0.81
4102,WBJDF,52.0,1.0,1.0,3.0,1.0,7.0,0.72
4107,WBJDF,59.0,2.0,1.0,2.0,1.0,4.0,0.76
4108,WBJDF,48.0,2.0,2.0,3.0,1.0,7.0,0.7
4109,WBJDF,43.0,1.0,2.0,3.0,1.0,7.0,0.71
4114,WBJDF,27.0,2.0,2.0,3.0,1.0,7.0,0.74
4117,WBJDF,32.0,2.0,2.0,1.0,1.0,5.0,0.84
4119,WBJDF,42.0,1.0,2.0,3.0,1.0,7.0,0.81
4120,WBJDF,58.0,2.0,1.0,1.0,1.0,6.0,0.81
4121,WBJDF,38.0,1.0,2.0,1.0,1.0,6.0,0.77
4125,WBJDF,40.0,1.0,1.0,1.0,1.0,5.0,0.77
4128,WBJDF,55.0,2.0,2.0,2.0,1.0,6.0,0.84
4130,WBJDF,44.0,2.0,1.0,1.0,2.0,4.0,0.72
4133,WBJDF,30.0,2.0,2.0,2.0,2.0,6.0,0.89
4135,WBJDF,43.0,1.0,2.0,2.0,2.0,5.0,0.73
4151,WBJDF,51.0,2.0,2.0,1.0,2.0,6.0,0.86
4152,WBJDF,33.0,2.0,2.0,2.0,1.0,5.0,0.86
4160,WBJDF,57.0,1.0,1.0,1.0,2.0,6.0,0.79
4162,WBJDF,26.0,1.0,1.0,3.0,2.0,5.0,0.88
4177,WBJDF,37.0,2.0,2.0,3.0,2.0,6.0,0.72
4181,WBJDF,34.0,1.0,2.0,3.0,2.0,5.0,0.89
4182,WBJDF,50.0,1.0,2.0,3.0,1.0,5.0,0.75
4183,WBJDF,50.0,2.0,1.0,1.0,1.0,6.0,0.9
4184,WBJDF,43.0,1.0,2.0,3.0,2.0,6.0,0.77
4188,WBJDF,22.0,1.0,1.0,1.0,1.0,7.0,0.76
4195,WBJDF,27.0,2.0,2.0,2.0,2.0,6.0,0.89
4197,WBJDF,58.0,2.0,1.0,2.0,1.0,6.0,0.84
4200,WBJDF,35.0,1.0,2.0,3.0,2.0,5.0,0.72
4202,WBJDF,58.0,2.0,1.0,3.0,1.0,4.0,0.87
4206,WBJDF,30.0,2.0,2.0,3.0,2.0,7.0,0.73
4207,WBJDF,21.0,2.0,2.0,2.0,2.0,6.0,0.76
4208,WBJDF,41.0,1.0,1.0,2.0,1.0,7.0,0.8
4211,WBJDF,39.0,2.0,1.0,1.0,1.0,4.0,0.82
4214,WBJDF,26.0,2.0,1.0,3.0,2.0,6.0,0.83
4226,WBJDF,25.0,2.0,2.0,1.0,1.0,4.0,0.85
4229,WBJDF,23.0,2.0,1.0,2.0,2.0,7.0,0.76
4232,WBJDF,30.0,1.0,2.0,1.0,1.0,7.0,0.77
4236,WBJDF,,,,,,,
4239,WBJDF,,,,,,,
4240,WBJDF,,,,,,,
4241,WBJDF,,,,,,,
4248,WBJDF,,,,,,,
4251,WBJDF,,,,,,,
4252,WBJDF,,,,,,,
4255,WBJDF,,,,,,,
4256,WBJDF,,,,,,,
4258,WBJDF,,,,,,,
4262,WBJDF,,,,,,,
4266,WBJDF,,,,,,,
4267,WBJDF,,,,,,,
4286,WBJDF,,,,,,,
4288,WBJDF,,,,,,,
4291,WBJDF,,,,,,,
4295,WBJDF,,,,,,,
4297,WBJDF,,,,,,,
4300,WBJDF,,,,,,,
4301,WBJDF,,,,,,,
4303,WBJDF,,,,,,,
4313,WBJDF,,,,,,,
4314,WBJDF,,,,,,,
4319,WBJDF,,,,,,,
4325,WBJDF,,,,,,,
4326,WBJDF,,,,,,,
4332,WBJDF,,,,,,,
4335,WBJDF,,,,,,,
4342,WBJDF,,,,,,,
4344,WBJDF,,,,,,,
4346,WBJDF,,,,,,,
4347,WBJDF,,,,,,,
4357,WBJDF,,,,,,,
4360,WBJDF,,,,,,,
4366,WBJDF,,,,,,,
4370,WBJDF,,,,,,,
4377,WBJDF,,,,,,,
4380,WBJDF,,,,,,,
4383,WBJDF,,,,,,,
4390,WBJDF,,,,,,,
4394,WBJDF,,,,,,,
4397,WBJDF,,,,,,,
4402,WBJDF,,,,,,,
4403,WBJDF,,,,,,,
4404,WBJDF,,,,,,,
4405,WBJDF,,,,,,,
4409,WBJDF,,,,,,,
4410,WBJDF,,,,,,,
4416,WBJDF,,,,,,,
4419,WBJDF,,,,,,,
4423,WBJDF,,,,,,,
4425,WBJDF,,,,,,,
4426,WBJDF,,,,,,,
4428,WBJDF,,,,,,,
4435,WBJDF,,,,,,,
4439,WBJDF,,,,,,,
4445,WBJDF,,,,,,,
4452,WBJDF,,,,,,,
4462,WBJDF,,,,,,,
4465,WBJDF,,,,,,,
4469,WBJDF,,,,,,,
4472,WBJDF,,,,,,,
4473,WBJDF,,,,,,,
4477,WBJDF,,,,,,,
4478,WBJDF,,,,,,,
4481,WBJDF,,,,,,,
4484,WBJDF,,,,,,,
4488,WBJDF,,,,,,,
4491,WBJDF,,,,,,,
4495,WBJDF,,,,,,,
4497,WBJDF,,,,,,,
4506,WBJDF,,,,,,,
4507,WBJDF,,,,,,,
4508,WBJDF,,,,,,,
4509,WBJDF,,,,,,,
4511,WBJDF,,,,,,,
4514,WBJDF,,,,,,,
4519,WBJDF,,,,,,,
4522,WBJDF,,,,,,,
4529,WBJDF,,,,,,,
4530,WBJDF,,,,,,,
4533,WBJDF,,,,,,,
4534,WBJDF,,,,,,,
4535,WBJDF,,,,,,,
4536,WBJDF,,,,,,,
4537,WBJDF,,,,,,,
